attempt,iterations,elapsed_s,final_loss,w_max,physical_valid,selected
1,5,0.129549,1.3419087453229897e-22,4.652009185202797825e-01,True,True
2,5,0.130240,1.3419087453229897e-22,4.652009185202797825e-01,True,False
3,5,0.128308,1.3419087453229897e-22,4.652009185202797825e-01,True,False
