attempt,iterations,elapsed_s,final_loss,w_max,physical_valid,selected
1,24105,368.967202,5.796753614708134e-10,4.289526593525797016e-01,True,True
2,24105,370.515712,5.796753614708134e-10,4.289526593525797016e-01,True,False
3,24105,364.676503,5.796753614708134e-10,4.289526593525797016e-01,True,False
