iter,linear_loss,nonlinear_loss
0,1182.2997565299036,0.16607107498761217
1,293806.1111121802,491755.85014957254
2,1181.572832636804,0.16431179024551895
3,695.3533334426485,4907.082052330717
4,692.1625894069372,0.16278103001937608
5,444.2907824191807,48.39695226056206
6,443.0001182812595,0.1614692057204503
7,276.76006858594167,0.5741479751506263
8,276.15305968966913,0.16027303348428448
9,172.40428677317126,0.15906994442007635
10,172.1243966669401,0.15665466673452938
11,115.81295390799532,0.5391640160941173
12,143.03179374571013,0.155425430981541
13,115.16317429315316,0.15305169222217788
14,102.85556784244436,0.1513811604940826
15,102.59892685166257,0.14287536942728105
16,94.48145137947517,0.12615620472798014
17,1511.5451784017457,0.11286006295639742
18,94.39388820426473,0.08765125466477655
19,82.41269356476458,0.11051910588943259
20,76.27948005593305,0.08076535406877079
21,76.22386635879491,0.0749355771845645
22,76.22331079366731,0.06897414923002596
23,76.22330523807324,0.48569878620048534
24,76.22330518251728,0.06629760675499993
25,76.22330518196173,0.06793289186046647
26,76.22330518195618,0.06208681639269163
27,76.22330518195612,0.05987160198685556
28,76.22330518195612,0.048378708391781114
29,70.60332658820263,0.06747258258045516
30,70.55126805823186,0.046835873415239045
31,70.55074788705774,0.05881586604368086
32,70.55074268538742,0.0450203721001565
33,70.55074263337072,0.043038190216142705
34,70.55074263285057,0.04084115151517882
35,70.55074263284537,0.03619372658138681
36,70.55074263284531,0.033879674956693445
37,70.55074263284531,0.02082971517315635
38,47967.859109900826,0.0170527071491703
39,70.35774052307151,0.01645057469240588
40,384.04573387271387,0.016332632022056728
41,70.065982846512,0.016308617493859708
42,56.84605693277205,0.01630368941473612
43,57.02336435060865,0.01630267648788421
44,52.99384783036237,0.016302468220302607
45,48.95526420167314,0.016302425395565933
46,40.551721886860655,0.0163024165896653
47,51.75143640530785,0.016302414778933842
48,40.3244852854302,0.016302414406597656
49,37.97802565453201,0.016302414330035334
50,24.584248504123867,0.016302414314292125
51,19.802808188225146,0.016302414311054742
52,157.42432569800835,0.01630241431038924
53,19.728630536685873,0.01630241431025248
54,17.061663361796853,0.016302414310224313
55,15.468756520293494,0.016302414310218494
56,14.212235441775341,0.016302414310217183
57,13.162315161254755,0.016302414310217127
58,13.153593951509205,0.004361407590843374
59,13.153506917211056,0.004339398324439321
60,13.153506046885857,0.002901961791101536
61,13.1535060381826,0.0025703815336857424
62,13.153506038095573,0.0020829857344268283
63,13.1535060380947,0.0019121871299902877
64,13.153506038094692,0.0016204822921472419
65,13.153506038094692,0.0013909507259327316
66,260.2080981448795,0.001350751073743112
67,13.093320116281904,0.0013373659755138326
68,11.751287220402247,0.001332253535043914
69,10.952252292971467,0.001317438176790129
70,10.945486249476662,0.0013025073018306556
71,10.945396367724655,0.0012836071608442422
72,10.945395167332112,0.0012548109717457668
73,10.94539515129944,0.0011963403136140262
74,10.945395151085302,0.0011333135890121203
75,10.945395151082444,0.0010540110796553631
76,10.945395151082405,0.0009493005462755689
77,10.945395151082403,0.0007133985707484456
78,10.945395151082403,0.00039583834707923224
79,4029.771077862816,0.0002132706775638115
80,10.902872844276727,0.0001352735356848584
81,40.78124436519614,0.00011830278312457202
82,10.84814659580115,0.00011005017399332491
83,10.157461235212674,9.665899568895859e-05
84,9.843208896089196,8.942877478782173e-05
85,9.357784593647683,8.650082425147609e-05
86,6.864812873226027,8.548719104953527e-05
87,6.083809241746816,8.526826053532524e-05
88,6.077304646231569,8.516065304735402e-05
89,6.077239730820496,8.508007680223932e-05
90,6.077239081679441,8.503892004114163e-05
91,6.077239075188031,8.501121866381468e-05
92,6.077239075123116,8.488333954873274e-05
93,6.077239075122466,8.463732397563528e-05
94,6.077239075122461,8.40790442286492e-05
95,6.077239075122461,8.328005444297375e-05
96,5.403485580230949,8.234643002563708e-05
97,5.396116685254806,8.166344602899598e-05
98,5.3960088985490335,8.128383642266927e-05
99,5.3960073157062505,8.12179315216816e-05
100,5.3960072924609355,8.119449598195693e-05
101,5.396007292119557,8.115379463056755e-05
102,5.396007292114546,8.096287293765959e-05
103,5.396007292114471,8.060251047012448e-05
104,5.396007292114471,7.983465443308282e-05
105,4.737369317916074,7.852428794552732e-05
106,4.727119939300821,7.686314738399844e-05
107,4.72691555650618,7.560018890170994e-05
108,4.726911462037832,7.507798896500489e-05
109,4.726911380004407,7.4965252559331e-05
110,4.72691137836085,7.494855988085584e-05
111,4.7269113783279195,7.494084698753612e-05
112,4.726911378327261,7.492109854505856e-05
113,4.726911378327247,7.488296681236853e-05
114,4.726911378327247,7.484346101485005e-05
115,4.134397497348231,7.481971086759924e-05
116,4.583684469320866,7.480769340306852e-05
117,3.1711915567734406,7.480235016633075e-05
118,2.9408878591711423,7.479088852092665e-05
119,116.07252881438006,7.473025723032065e-05
120,2.849651959937557,7.462511608165754e-05
121,2.3591312351293423,7.437568600681599e-05
122,2.0479309577322447,7.384041776714725e-05
123,1.6155789332681143,7.272209630391315e-05
124,1.7653767639846345,7.05462643529724e-05
125,1.5142864324964929,6.680664319139096e-05
126,1.2265517810524371,6.19836336912584e-05
