attempt,iterations,elapsed_s,final_loss,w_max,physical_valid,selected
1,5,0.122679,1.6436961226085204e-23,4.289526660241765321e-01,True,True
2,5,0.117060,1.6436961226085204e-23,4.289526660241765321e-01,True,False
3,5,0.121768,1.6436961226085204e-23,4.289526660241765321e-01,True,False
