residual_sq_loss
1.000000000000000000e+00
1.162496186994259828e+00
7.232434933432000390e-01
6.693998348686889255e-01
5.587442003597590245e-01
5.778585245648049096e-01
5.489549944177193330e-01
5.464654215426621997e-01
5.461212705433751147e-01
5.460229304085832958e-01
5.459512520501598187e-01
5.457102641823183831e-01
5.452491556524682315e-01
5.444287579989834924e-01
5.435451011852189263e-01
5.441048671611746768e-01
5.432891496506905282e-01
5.430649214855719498e-01
5.430094688162089289e-01
5.429782334752614181e-01
5.428381151220522671e-01
5.425482401130247156e-01
5.417661611432437185e-01
5.398779969028517645e-01
5.351254464799820587e-01
5.235631178342429193e-01
4.975106321743138493e-01
4.474094334152801111e-01
3.622727415785603755e-01
3.622727415785603755e-01
2.538454583965076838e-01
3.099301656533788307e-01
2.402626142030391543e-01
2.264600923093851026e-01
2.258881586414534515e-01
2.257958853984687597e-01
2.257903348705352364e-01
2.257884741585883814e-01
2.257882225801088605e-01
2.257881763001197972e-01
2.257881553215290438e-01
2.257881538213102335e-01
2.257881449091002357e-01
2.257881423618546823e-01
2.257881370900365892e-01
2.257881355503300325e-01
2.257881358849158082e-01
2.257881351629008049e-01
2.257881350777343754e-01
2.257881350466121873e-01
2.257881348991973292e-01
2.257881346981565618e-01
2.257881345359289416e-01
2.257881337842865821e-01
2.257881334575857490e-01
2.257881343674015273e-01
2.257881331878680842e-01
2.257881329729257147e-01
2.257881329569724205e-01
2.257881329472018472e-01
2.257881329472018472e-01
2.257881329441581153e-01
2.257881329527109682e-01
2.257881329224359079e-01
2.257881329127803816e-01
2.257881329045689223e-01
2.257881328979729763e-01
2.257881328936461596e-01
2.257881328931723719e-01
2.257881328850946945e-01
2.257881328791026265e-01
2.257881328739955451e-01
2.257881328701695778e-01
2.257881328685231448e-01
2.257881328711370261e-01
2.257881328597037551e-01
2.257881328551192834e-01
2.257881328509664942e-01
2.257881328473995974e-01
2.257881328448650693e-01
2.257881328442448987e-01
2.257881328400806187e-01
2.257881328364799434e-01
2.257881328332992099e-01
2.257881328308493363e-01
2.257881328297330625e-01
2.257881328313508518e-01
2.257881328238962593e-01
2.257881328207815008e-01
2.257881328178947267e-01
2.257881328153976686e-01
2.257881328153976686e-01
2.257881328135584176e-01
2.257881328130543486e-01
2.257881328101969676e-01
2.257881328075911076e-01
2.257881328052881997e-01
2.257881328034891388e-01
2.257881328026926371e-01
2.257881328038446045e-01
2.257881327984075925e-01
2.257881327961012430e-01
2.257881327939684490e-01
2.257881327921150150e-01
2.257881327907750590e-01
2.257881327904317503e-01
2.257881327882224620e-01
2.257881327862752419e-01
2.257881327845512598e-01
2.257881327831916529e-01
2.257881327825559392e-01
2.257881327833938523e-01
2.257881327793555548e-01
2.257881327776209424e-01
2.257881327760123957e-01
2.257881327746206757e-01
2.257881327736047661e-01
2.257881327733631260e-01
2.257881327716595166e-01
2.257881327701871110e-01
2.257881327688784634e-01
2.257881327678438188e-01
2.257881327678438188e-01
2.257881327673937621e-01
2.257881327680928696e-01
2.257881327649197134e-01
2.257881327635986868e-01
2.257881327623648682e-01
2.257881327613013855e-01
2.257881327605651967e-01
2.257881327604898680e-01
2.257881327590252063e-01
2.257881327578899200e-01
2.257881327568789787e-01
2.257881327560897489e-01
2.257881327557890450e-01
2.257881327564709162e-01
2.257881327538542593e-01
2.257881327528214743e-01
2.257881327518767578e-01
2.257881327510818936e-01
2.257881327505853741e-01
2.257881327507652580e-01
2.257881327492890222e-01
2.257881327483940714e-01
2.257881327476016498e-01
2.257881327469943300e-01
2.257881327467766153e-01
2.257881327474377253e-01
2.257881327452659626e-01
2.257881327444635211e-01
2.257881327437352426e-01
2.257881327431277840e-01
2.257881327431277840e-01
2.257881327428153395e-01
2.257881327431327245e-01
