residual_sq_loss
1.000000000000000000e+00
1.979554693994742820e+00
7.462287212823885962e-01
6.942264152420759560e-01
5.895992858342683496e-01
6.047136600080972313e-01
5.803105658005726086e-01
5.781457686055512246e-01
5.779140803823729078e-01
5.778616098984660221e-01
5.778372772435637073e-01
5.777857625259072982e-01
5.776645337544858982e-01
5.774188064472073334e-01
5.769429427707127855e-01
5.763713928288004551e-01
5.764655560114718691e-01
5.761538355003498202e-01
5.758739982726955864e-01
5.757268906071461023e-01
5.755785774492927498e-01
5.751595922706131958e-01
5.741152565420304388e-01
5.713589945139653237e-01
5.643486183518385824e-01
5.470303092041538529e-01
5.083215475496997149e-01
4.411793001374902379e-01
3.646145403803784379e-01
3.646145403803784379e-01
3.177327841536600750e-01
3.030311650194224549e-01
3.013148529012804611e-01
3.012384955582623758e-01
3.012333875746453504e-01
3.012332914871623801e-01
3.012332446858700385e-01
3.012332304777338154e-01
3.012331808093032248e-01
3.012331755792738153e-01
3.012331550741756403e-01
3.012331527298860445e-01
3.012331516666140185e-01
3.012331509295552157e-01
3.012331501409171164e-01
3.012331493406218974e-01
3.012331486665399405e-01
3.012331475154272908e-01
3.012331464328323882e-01
3.012331454065857450e-01
3.012331446928885326e-01
3.012331441658029907e-01
3.012331440236893365e-01
3.012331439263195021e-01
3.012331438506017367e-01
3.012331438506017367e-01
3.012331437835942261e-01
3.012331437234941900e-01
3.012331436689781872e-01
3.012331436190098799e-01
3.012331435727846340e-01
3.012331435297003202e-01
3.012331434893923965e-01
3.012331434515673756e-01
3.012331434161650279e-01
3.012331433831940131e-01
3.012331433530409663e-01
3.012331433263850111e-01
3.012331433044744822e-01
3.012331432726886860e-01
3.012331432512644902e-01
3.012331430735611382e-01
3.012331430575492797e-01
3.012331429242122716e-01
3.012331429091019697e-01
3.012331428964403202e-01
3.012331428427547086e-01
3.012331428303743897e-01
3.012331428192833727e-01
3.012331427286867314e-01
3.012331427164806619e-01
3.012331427074079748e-01
3.012331426712233640e-01
3.012331426611148388e-01
3.012331426531685286e-01
3.012331426209097218e-01
3.012331426209097218e-01
3.012331426123565081e-01
3.012331426053636574e-01
3.012331425766633375e-01
3.012331425693409170e-01
3.012331425631831761e-01
3.012331425158206732e-01
3.012331425068798807e-01
3.012331425015705166e-01
3.012331424774826183e-01
3.012331424652812117e-01
3.012331424602854302e-01
3.012331424561450199e-01
3.012331424390713996e-01
3.012331424347334807e-01
3.012331424310461525e-01
3.012331424026729043e-01
3.012331423973174660e-01
3.012331423940727282e-01
3.012331423838215949e-01
3.012331423795986951e-01
3.012331423767591887e-01
3.012331423617862214e-01
3.012331423559265753e-01
3.012331423532307317e-01
3.012331423509620465e-01
3.012331423414929543e-01
3.012331423391361174e-01
3.012331423371114036e-01
3.012331423285466436e-01
3.012331423264805186e-01
3.012331423264805186e-01
3.012331423246397133e-01
3.012331423110797268e-01
3.012331423087249993e-01
3.012331423071042402e-01
3.012331423010230491e-01
3.012331422989963925e-01
3.012331422975121908e-01
3.012331422934605429e-01
3.012331422919353741e-01
3.012331422906117107e-01
3.012331422844023998e-01
3.012331422829944150e-01
3.012331422818104731e-01
3.012331422768528832e-01
3.012331422755954446e-01
3.012331422744845555e-01
3.012331422721464258e-01
3.012331422602569919e-01
3.012331422570060924e-01
3.012331422558849892e-01
3.012331422550101334e-01
3.012331422535676761e-01
3.012331422527686486e-01
3.012331422494708977e-01
3.012331422485792776e-01
