residual_sq_loss
4.672908160173240510e+00
3.188935871189613885e-02
1.035029343731282668e-05
6.907853761231003511e-06
4.886233544891693220e-06
3.590449978566752491e-06
2.651765392809132453e-06
1.962002889960616059e-06
1.453252244655713305e-06
1.077262412889302711e-06
7.990143109299041329e-07
5.928961248065701740e-07
4.400957460265974209e-07
3.267583615517012843e-07
2.426562131527313736e-07
1.802280854114143662e-07
1.338769250499235868e-07
9.945562432524011111e-08
7.388984960465533305e-08
5.489924640549537100e-08
4.079133338480792296e-08
3.031000629643328831e-08
2.252255259317228139e-08
1.673635169161890319e-08
1.243690629306302751e-08
9.242112116896492767e-09
6.868102884570229856e-09
5.103963391562314042e-09
3.792990087415043977e-09
2.818769865454631178e-09
2.094791312663086687e-09
1.556769014400873132e-09
1.156936995620899647e-09
8.597994403972890123e-10
6.389783965933564328e-10
4.748724126736049227e-10
3.529138471740589928e-10
2.622776483774760504e-10
1.949191340701921314e-10
1.448600304870970481e-10
1.076573506643735300e-10
8.000904723117343497e-11
5.946139070627113950e-11
4.419072933383805475e-11
3.284181664242499659e-11
2.440752611497852804e-11
1.813929200686359888e-11
1.348085593990657380e-11
1.001877711982684860e-11
7.445815646465755103e-12
5.533618295977366388e-12
4.112508907876257872e-12
3.056362269766738270e-12
2.271448209396152737e-12
1.688112229139205157e-12
1.254583097559322484e-12
9.323892990519585541e-13
6.929392749527899786e-13
5.149836103655672177e-13
3.827291902795970766e-13
2.844396316183239144e-13
2.113919776167540862e-13
1.571039725576703852e-13
1.167576765301672759e-13
8.677278855928330598e-14
6.448847089393890311e-14
4.792700638900755777e-14
3.561877785887604964e-14
2.647146462500908489e-14
1.967326071514302402e-14
1.462091090436835691e-14
1.086608463095027921e-14
8.075541720564278474e-15
6.001639329595981296e-15
4.460345639919296361e-15
3.314873140809208379e-15
2.463570651732657047e-15
1.830894101751723334e-15
1.360696986919997073e-15
1.011253051909564490e-15
7.515507138699607213e-16
5.585429321867211130e-16
4.151027732481128613e-16
3.084994646074939059e-16
2.292730557913158091e-16
1.703930296490559639e-16
1.266339399927427551e-16
9.411274477638731955e-17
6.994340165335577282e-17
5.198107638901821437e-17
3.863172632167849857e-17
2.871062396955890481e-17
2.133740309818417537e-17
1.585769618920591885e-17
1.178523804824902657e-17
8.758647319722572269e-18
6.509317513475857807e-18
4.837645449505848257e-18
3.595274895110754019e-18
