residual_sq_loss
1.458283750435797010e+01
6.371189719172614119e-01
1.480111167700644595e-04
5.769604819071554215e-05
5.535606893204821023e-05
5.112191859169735065e-05
4.944948164374681816e-05
4.593324011926322697e-05
4.469588319180109730e-05
4.178278288224810479e-05
3.889745262326009718e-05
3.098480006952514384e-05
2.486891231984473784e-05
2.160637154641214955e-05
1.882334827071736896e-05
1.714371161789681982e-05
1.492296486602773305e-05
1.393509894554200927e-05
1.221268769513341269e-05
1.157165961095520447e-05
1.024008211665717172e-05
9.260454917037765326e-06
5.993275420206383871e-06
4.452994254230886873e-06
3.484081612221291618e-06
2.917958280662099098e-06
2.258513281578412815e-06
1.995445515533282230e-06
1.560643983983288282e-06
1.219329419915412657e-06
4.962709540806310805e-07
3.052525222789654310e-07
1.747745985633684681e-07
8.639880973208186803e-08
1.088543850386402899e-08
1.043039790221003059e-09
7.265167010675025627e-12
4.390979108044967964e-15
5.046874859387540220e-19
