x,linear_u,linear_w,linear_phi,nonlinear_u,nonlinear_w,nonlinear_phi
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01253604390908819,-2.3508606928496026e-19,-0.001767583096673517,0.009026997778032423,0.00027288770043375785,-0.001700218857428509,0.00850536170513035
0.04951556604879043,-8.218841678420078e-19,-0.018861824147945135,0.03155209296764959,0.0009080766107559142,-0.01782162957154734,0.02953665239274859
0.1090842587659851,-1.462196117906057e-18,-0.07486782983905661,0.05610804291527963,0.001066769061945675,-0.07004510870719842,0.05203367139655437
0.1882550990706332,-1.819282713652158e-18,-0.179725082924374,0.06975045907930001,-0.00013158024439435478,-0.1667640206588682,0.06401454347231135
0.2830581304412209,-1.6708960306969857e-18,-0.31202354596290865,0.06394748019745872,-0.0018699563765251501,-0.28755396380869974,0.05813917076079304
0.3887395330218428,-1.0030833324411844e-18,-0.42424221987582283,0.038186608622849054,-0.002010295941299959,-0.38918981594498836,0.03449251336567513
0.49999999999999994,-1.1072083182442406e-20,-0.4683403221781756,-1.9362593857386575e-15,1.9069482493768195e-16,-0.4289523779603005,2.8767555628502695e-15
0.6112604669781572,9.8235148881545e-19,-0.4242422198758148,-0.03818660862285183,0.002010295941300535,-0.3891898159449998,-0.03449251336567141
0.716941869558779,1.6539215475861617e-18,-0.31202354596289683,-0.06394748019745906,0.0018699563765258768,-0.28755396380871434,-0.05813917076079368
0.8117449009293667,1.8072471175192384e-18,-0.1797250829243643,-0.06975045907929779,0.00013158024439482175,-0.16676402065887852,-0.06401454347231467
0.8909157412340147,1.455023435525468e-18,-0.07486782983905162,-0.056108042915276504,-0.0010667690619455348,-0.07004510870720294,-0.05203367139655766
0.9504844339512095,8.185999438738651e-19,-0.018861824147943684,-0.031552092967647404,-0.0009080766107559056,-0.017821629571548456,-0.02953665239275046
0.9874639560909118,2.3425343493499824e-19,-0.0017675830966733823,-0.009026997778031778,-0.000272887700433762,-0.0017002188574286282,-0.008505361705130908
1.0,0.0,0.0,0.0,0.0,0.0,0.0
